name,address,rating,reviews,price,cuisines,lon,lat,zone,subzone
Maggie Joan's,110 Amoy St #01-01 Singapore 069930 Singapore,4.0,8,$$,['Mediterranean'],103.8473778,1.282073396,OUTRAM,CHINATOWN
PISTACHIO Middle Eastern &amp; Mediterranean Grill,20 Ah Hood Rd #01-15 Singapore 329984 Singapore,4.0,9,,"['Mediterranean', 'Middle Eastern']",103.846679,1.32695,NOVENA,BALESTIER
Tabbouleh,41 Arab St Singapore 199740 Singapore,3.5,12,$$,"['Mediterranean', 'Lebanese']",103.8595,1.30062,ROCHOR,KAMPONG GLAM
Medzs,Orchard Central 181 Orchard Road #B2-01/03 Singapore 238896 Singapore,3.5,14,$$$,['Mediterranean'],103.8389947,1.300650846,ORCHARD,SOMERSET
Urban Bites Mediterranean Cuisine,161 Telok Ayer St Singapore 068615 Singapore,3.5,11,$$,"['Mediterranean', 'Lebanese']",103.8475221,1.280315,OUTRAM,CHINATOWN
Pim Pam by FOC,"442 Orchard Rd #01-29, Claymore Connect Singapore 098943 Singapore",4.0,6,,"['Spanish', 'Bars', 'Mediterranean']",103.8280007,1.307373946,ORCHARD,BOULEVARD
Pita Pan,2 Bayfront Avenue #01-87 The Shoppes at Marina Bay Sands Singapore 018972 Singapore,3.0,13,$,['Mediterranean'],103.8572,1.27885,DOWNTOWN CORE,BAYFRONT SUBZONE
Next Door Cafe &amp; Taverna,"699 East Coast Road, Singapore Singapore 459061 Singapore",4.0,6,$$,['Mediterranean'],103.9222565,1.31199,BEDOK,FRANKEL
Fisherios Fish &amp; Chips,"391A Orchard Rd #B204-4-2, Ngee Ann City Singapore 238873 Singapore",4.0,4,,"['Mediterranean', 'Fast Food']",103.83508,1.30231,ORCHARD,BOULEVARD
Artemis Grill,"138 Market St #40-01, CapitaGreen Rooftop Singapore 048946 Singapore",3.5,6,,['Mediterranean'],103.85009,1.28213,DOWNTOWN CORE,RAFFLES PLACE
Parsley &amp; Thyme,61 Kampong Bahru Road Singapore 169368 Singapore,4.0,3,,"['Mediterranean', 'Modern European']",103.8359528,1.2766401,BUKIT MERAH,EVERTON PARK
Sahara Persian Cuisine Bar &amp; Restaurant,58 Boat Quay Singapore 049847 Singapore,3.0,7,$$,"['Persian/Iranian', 'Mediterranean']",103.8491974,1.28738,SINGAPORE RIVER,BOAT QUAY
Nefertiti Restaurant &amp; Cafe,47 Arab St Singapore 199744 Singapore,3.5,3,$$,"['Mediterranean', 'Turkish', 'Middle Eastern']",103.859387,1.300834,ROCHOR,KAMPONG GLAM
FOC Sentosa,110 Tanjong Beach Walk Sentosa Singapore 098943 Singapore,3.0,5,$$,"['Spanish', 'Bars', 'Mediterranean']",103.824925,1.246760992,SOUTHERN ISLANDS,SENTOSA
Amirah's Grill Restaurant &amp; Cafe,14 Bussorah Street Singapore 199435 Singapore,3.0,5,$$,"['Modern European', 'Middle Eastern', 'Mediterranean']",103.8600769,1.3012,ROCHOR,KAMPONG GLAM
Sufi's,56 Arab St Singapore 199753 Singapore,3.0,4,,"['Turkish', 'Mediterranean']",103.8595104,1.300958389,ROCHOR,KAMPONG GLAM
Mamounia Restaurant,12 Ann Siang Road Singapore 069692 Singapore,3.5,2,$$,['Mediterranean'],103.8454437,1.28128,OUTRAM,CHINATOWN
Pita &amp; Olives,"7 Temasek Boulevard #01-455, Shop 4, Suntec City, Pasarbella Singapore 038987 Singapore",3.0,2,,"['Mediterranean', 'Middle Eastern']",103.85835,1.29543,DOWNTOWN CORE,MARINA CENTRE
Cappadocia Café Restaurant,"#01-12, Robertson Walk, 11 Unity Street Singapore 237995 Singapore",4.0,1,,['Mediterranean'],103.8416138,1.29216,SINGAPORE RIVER,ROBERTSON QUAY
Bayswater Kitchen,2 Keppel Bay Vista Singapore 098382 Singapore,4.0,1,,['Mediterranean'],103.81249,1.26392,BUKIT MERAH,MARITIME SQUARE
Pyramid Restaurant,17 Baghdad Street Singapore 199656 Singapore,3.0,1,,['Mediterranean'],103.8595963,1.30126,ROCHOR,KAMPONG GLAM
El Sheikh,18 Pahang Street Singapore 198615 Singapore,3.0,1,$$,"['Modern European', 'Middle Eastern', 'Mediterranean']",103.8612366,1.30214,ROCHOR,KAMPONG GLAM
Pollen,211 Marina Way Singapore 018977 Singapore,3.0,1,$$$,['Mediterranean'],103.8647894,1.284733313,MARINA SOUTH,MARINA SOUTH
Pita Pan,"Marina Square Mall 6 Raffles Boulevard, #02-183A Singapore 039594 Singapore",2.0,2,$$,['Falafel'],103.8578033,1.2912199,DOWNTOWN CORE,MARINA CENTRE
Ambrosia,19 &amp; 25a Baghdad St Singapore 199658 Singapore,1.5,2,$$$,"['Modern European', 'Middle Eastern', 'Mediterranean']",103.8597183,1.30136,ROCHOR,KAMPONG GLAM
UNA at One Rochester,1 Rochester Park Singapore 139212 Singapore,3.5,4,$$$,"['Mediterranean', 'Tapas/Small Plates', 'Spanish']",103.787689,1.305308,QUEENSTOWN,ONE NORTH
Miska,31 Ocean Way #01-07 Southern Islands 098373 Singapore,3.0,2,,['Mediterranean'],103.8419724,1.24777,SOUTHERN ISLANDS,SENTOSA
Vatos Urban Tacos,36 Beach Rd Singapore 189766 Singapore,4.0,81,$$,['Mexican'],103.8561986,1.2959732,DOWNTOWN CORE,CITY HALL
Café Iguana,30 Merchant Rd #01-03 Singapore 058282 Singapore,3.5,41,$$,"['Lounges', 'Tapas/Small Plates', 'Mexican']",103.8445737,1.289116695,SINGAPORE RIVER,CLARKE QUAY
Lucha Loco,15 Duxton Hill Singapore 089598 Singapore,3.5,38,$$$,['Mexican'],103.8432071,1.278970824,OUTRAM,CHINATOWN
Piedra Negra,241 Beach Road Singapore 189753 Singapore,3.5,33,$$,"['Mexican', 'Bars']",103.8595276,1.3001699,ROCHOR,KAMPONG GLAM
Margarita's Dempsey Hill,11 Dempsey Rd #01-19 Singapore 249673 Singapore,3.5,26,$$$,['Mexican'],103.8102308,1.304008601,TANGLIN,RIDOUT
Señor Taco,"3D River Valley Road #01-12, Clarke Quay Singapore 179023 Singapore",3.0,29,$$,['Mexican'],103.8455811,1.2899801,SINGAPORE RIVER,CLARKE QUAY
Super Loco,60 Robertson Quay #01-13 Singapore 238252 Singapore,2.5,42,$$$,"['Mexican', 'Bars']",103.83919,1.29026,SINGAPORE RIVER,ROBERTSON QUAY
Baja Fresh Mexican Grill,9 Bras Basah Rd #01-03 Rendezvous Hotel Gallery Singapore 189559 Singapore,3.0,21,$$,"['Mexican', 'Tex-Mex', 'Fast Food']",103.8490608,1.298700654,MUSEUM,BRAS BASAH
El Mero Mero,30 Victoria St #01-20 Singapore 187996 Singapore,2.5,31,$$$,"['Bars', 'Mexican']",103.85249,1.295027,DOWNTOWN CORE,CITY HALL
Cha Cha Cha,32 Lorong Mambong Singapore 277690 Singapore,3.0,21,$$,['Mexican'],103.79467,1.31178,QUEENSTOWN,HOLLAND DRIVE
Mex Out,39 Pekin St #01-01 Far East Square Singapore 048769 Singapore,3.0,17,$$,"['Mexican', 'Bars']",103.8484369,1.2837997,OUTRAM,CHINA SQUARE
La Salsa,11 Dempsey Road Singapore 249673 Singapore,3.5,12,$$,['Mexican'],103.810112,1.30413,TANGLIN,RIDOUT
Viva Mexico,23 Cuppage Road Singapore 229453 Singapore,3.0,12,$$,['Mexican'],103.8402176,1.30193,ORCHARD,SOMERSET
Super Loco Customs House,"70 Collyer Quay #01-04, Customs House Singapore 049323 Singapore",4.0,6,,"['Cocktail Bars', 'Mexican']",103.85375,1.282512,DOWNTOWN CORE,CLIFFORD PIER
Barrio by Mex Out,313 Orchard Rd #01-14/15 @ Somerset Singapore 238895 Singapore,2.5,19,$$,"['Tex-Mex', 'Mexican']",103.83843,1.30089,ORCHARD,SOMERSET
Barrio by Mex Out,1 Harbourfront Walk #01-116 Singapore 098585 Singapore,3.5,6,,['Mexican'],103.822241,1.263503,BUKIT MERAH,MARITIME SQUARE
Terra,"3 Temasek Blvd #03-308, Suntec City Sky Garden Singapore 038983 Singapore",4.0,3,,"['Bars', 'Mexican']",103.85865,1.29605,DOWNTOWN CORE,MARINA CENTRE
Señor Taco,"1 Claymore Drive #01-06, Orchard Towers Singapore 229594 Singapore",3.0,6,$,['Mexican'],103.829476,1.307565,ORCHARD,BOULEVARD
Stuff'd,200 Victoria St #B1-K07 Singapore 188021 Singapore,5.0,1,,"['Tex-Mex', 'Mexican', 'Turkish']",103.85571,1.29966,DOWNTOWN CORE,BUGIS
Muchos,"68, Orchard Road #01-34C, Plaza Singapura Singapore 238839 Singapore",2.0,7,$$$,['Mexican'],103.8450523,1.299200168,MUSEUM,DHOBY GHAUT
Baja Fresh Mexican Grill,"4 Marina Boulevard #01-31A, The Sail Singapore 018986 Singapore",2.5,5,,['Mexican'],103.8526077,1.28081,DOWNTOWN CORE,CENTRAL SUBZONE
El Cocinero Taqueria,275 Thomson Rd #01-45 Singapore 307645 Singapore,3.0,2,,['Mexican'],103.8418,1.32095,NOVENA,MOULMEIN
Guzman Y Gomez,Chevron House Basement Singapore 048622 Singapore,4.0,1,,['Mexican'],103.8511644,1.284428455,DOWNTOWN CORE,RAFFLES PLACE
Comida Mexicana,404 E Coast Rd Singapore 428998 Singapore,4.0,1,,['Mexican'],103.91212,1.30878,BEDOK,FRANKEL
Papi's Tacos,39 Seah St Singapore 188395 Singapore,2.5,2,,['Mexican'],103.85503,1.29594,DOWNTOWN CORE,BUGIS
Casa Latina,180 Albert Street #01-09 Singapore 189971 Singapore,3.0,1,,['Mexican'],103.850834,1.304213,ROCHOR,BENCOOLEN
Baja Fresh Mexican Grill,5 Straits View #B2-37 Singapore 018935 Singapore,3.0,1,,['Mexican'],103.85291,1.2773,DOWNTOWN CORE,CENTRAL SUBZONE
Artichoke Cafe &amp; Bar,161 Middle Rd Singapore 188977 Singapore,4.0,71,$$,"['Bars', 'Middle Eastern']",103.8520153,1.299550953,ROCHOR,VICTORIA
Kazbar,25 Church St #01-03 Capital Square 3 Singapore 049482 Singapore,4.5,5,$$$,"['Bars', 'Middle Eastern']",103.84856,1.28377,OUTRAM,CHINA SQUARE
Byblos Grill,14 Bussorah St Singapore 199435 Singapore,4.0,8,$$,['Lebanese'],103.8601,1.30123,ROCHOR,KAMPONG GLAM
The Ottoman Room,48 Peck Seah St Singapore 079317 Singapore,5.0,2,,"['Turkish', 'Middle Eastern']",103.84479,1.27801,OUTRAM,CHINATOWN
Al-Hamra,23 Lorong Mambong Singapore 277682 Singapore,3.5,3,,['Middle Eastern'],103.794632,1.31155,QUEENSTOWN,HOLLAND DRIVE
Ambrosia Cafe,19 Baghdad Street Singapore 199658 Singapore,4.0,2,,['Middle Eastern'],103.8596191,1.30128,ROCHOR,KAMPONG GLAM
Hakim,91 Pasir Panjang Rd Singapore 118512 Singapore,4.0,2,$,['Middle Eastern'],103.7952194,1.27487,QUEENSTOWN,PORT
Al Qasr,46 Lorong Mambong Singapore 277698 Singapore,3.0,4,,['Middle Eastern'],103.7942581,1.31201,QUEENSTOWN,HOLLAND DRIVE
Lepak @ Rayz,62 Bussorah St Singapore 199478 Singapore,4.0,1,,['Middle Eastern'],103.8596,1.30148,ROCHOR,KAMPONG GLAM
Badoque,246 Upper Thomson Road Singapore 574370 Singapore,3.0,2,,['Middle Eastern'],103.8358307,1.34182,CENTRAL WATER CATCHMENT,CENTRAL WATER CATCHMENT
Qbab,252 N Bridge Rd #B1-78 Singapore 179103 Singapore,4.0,1,,"['Middle Eastern', 'Sandwiches']",103.8529646,1.293939392,DOWNTOWN CORE,CITY HALL
Istanbul Gourmet,314 Joo Chiat Road Singapore 427565 Singapore,2.0,2,,"['Turkish', 'Middle Eastern']",103.9021835,1.3093801,MARINE PARADE,KATONG
Qsar,46 Lorong Mambong Holland Village Singapore 277698 Singapore,3.0,1,,['Lebanese'],103.7942581,1.31201,QUEENSTOWN,HOLLAND DRIVE
Taste of Lebanon,53 Bussorah Street Singapore 199469 Singapore,1.5,3,,['Lebanese'],103.8593357,1.301592903,ROCHOR,KAMPONG GLAM
Mac Doner Kebabs,66 Bussorah St Singapore 199479 Singapore,1.0,3,,['Lebanese'],103.85987,1.30103,ROCHOR,KAMPONG GLAM
Corner House,1 Cluny Rd EJH Corner House Singapore 259569 Singapore,4.5,21,$$$$,['Modern European'],103.8153747,1.315144248,TANGLIN,TYERSALL
Salt Tapas &amp; Bar by Luke Mangan,"252 North Bridge Road #01-22A, Raffles City Shopping Centre Singapore 179103 Singapore",4.0,31,$$,"['Spanish', 'Modern European', 'Tapas/Small Plates']",103.852807,1.295178705,DOWNTOWN CORE,CITY HALL
The White Rabbit,39C Harding Rd Singapore 249541 Singapore,3.5,32,$$$,"['Bars', 'Modern European']",103.81301,1.30441,TANGLIN,RIDOUT
Nox - Dine in the Dark,269 Beach Rd Singapore 199546 Singapore,4.0,17,$$$$,['Modern European'],103.8601951,1.30061535,ROCHOR,KAMPONG GLAM
PS.Cafe Ann Siang,45 Ann Siang Road #02-02 Singapore 069719 Singapore,3.0,28,$$$,"['Modern European', 'Desserts']",103.8461533,1.28057,OUTRAM,CHINATOWN
Flutes,"93 Stamford Rd #01-02, National Museum of Singapore Singapore 178897 Singapore",4.0,12,$$$,['Modern European'],103.8485195,1.296367356,MUSEUM,BRAS BASAH
Napoleon Food &amp; Wine Bar,206 Telok Ayer Street Singapore 068641 Singapore,3.5,16,$$$,"['Modern European', 'Wine Bars']",103.8472098,1.27999,OUTRAM,CHINATOWN
Reddot Brewhouse,25A Dempsey Road #01-01 Singapore 247691 Singapore,3.5,15,$$,"['Bars', 'Modern European']",103.8115005,1.30626,TANGLIN,RIDOUT
The Kitchen at Bacchanalia,39 Hong Kong St #01-01 Singapore 059678 Singapore,4.5,5,$$$$,['Modern European'],103.8473604,1.287562066,SINGAPORE RIVER,BOAT QUAY
Shelter In The Woods,22 Greenwood Avenue Singapore 289218 Singapore,4.5,5,$$$,"['Bars', 'Modern European']",103.8067398,1.33154,BUKIT TIMAH,HILLCREST
Cure,21 Keong Saik Rd Singapore 089128 Singapore,4.0,5,$$$$,['Modern European'],103.8414682,1.279828709,OUTRAM,CHINATOWN
The Cliff at Sentosa,2 Bukit Manis Sentosa Singapore 099891 Singapore,4.0,5,$$$$,['Modern European'],103.8283539,1.243589023,SOUTHERN ISLANDS,SENTOSA
Ash &amp; Elm,"80 Middle Road Level 1, InterContinental Singapore Singapore 188966 Singapore",4.0,5,$$$,['Modern European'],103.8548,1.29816,DOWNTOWN CORE,BUGIS
Masons,8 Lock Road #01-17 Singapore 108936 Singapore,3.5,7,$$$,['Modern European'],103.8040085,1.27767,BUKIT MERAH,TELOK BLANGAH DRIVE
Portico Prime,10 Dempsey Rd #01-20 Tanglin Village Singapore 247700 Singapore,4.0,4,$$$$,"['Steakhouses', 'Modern European']",103.8102653,1.303500469,TANGLIN,RIDOUT
13% Gastro Wine,14 Aliwal St #02-01 Singapore 199907 Singapore,4.5,3,,"['Wine Bars', 'Modern European']",103.86134,1.3021,ROCHOR,KAMPONG GLAM
Hospoda Microbrewery,"180 Albert St #01-19, Albert Court Singapore 189971 Singapore",3.5,5,$$,"['Breweries', 'Modern European']",103.8509216,1.3042099,ROCHOR,BENCOOLEN
VENUE By Sebastian,6 Shenton Way #01-02 Downtown Gallery Singapore 068809 Singapore,4.5,3,,['Modern European'],103.8484,1.27703,DOWNTOWN CORE,CECIL
Ambush,Plaza Singapura 68 Orchard Road #04-64/66 Singapore 238839 Singapore,3.5,5,,['Modern European'],103.8446545,1.29991864,MUSEUM,DHOBY GHAUT
7Adam,7 Adam Park Singapore 289926 Singapore,3.5,4,$$$,"['Art Galleries', 'Modern European']",103.8136063,1.3295799,BUKIT TIMAH,HILLCREST
999.99 Five Nines,29 Keong Saik Rd Singapore 089136 Singapore,4.0,4,$$$$,['Modern European'],103.84139,1.27999,OUTRAM,CHINATOWN
Portico,991B Alexandra Rd #01-10 Singapore 119970 Singapore,4.5,2,,"['Bars', 'Modern European']",103.80214,1.27471,BUKIT MERAH,TELOK BLANGAH DRIVE
Boca Restaurant,6 Bukit Pasoh Rd Singapore 089820 Singapore,4.5,3,$$$,"['Portuguese', 'Modern European']",103.8409729,1.27878,OUTRAM,CHINATOWN
Restaurant SELA,32 Seah Street Singapore 188388 Singapore,3.5,3,,['Modern European'],103.8546371,1.29609,DOWNTOWN CORE,CITY HALL
Birds Of A Feather,115 Amoy St #01-01 Singapore 069935 Singapore,3.5,3,$$$$,"['Bars', 'Modern European']",103.8476226,1.281985212,OUTRAM,CHINATOWN
The Tastings Room,6 Raffles Boulevard #01-08 Marina Square Singapore 039594 Singapore,3.0,5,$$$$,['Modern European'],103.8578033,1.2912199,DOWNTOWN CORE,MARINA CENTRE
Marche Movenpick,252 North Bridge Rd #01-17A Singapore 179103 Singapore,2.5,10,$$,['Modern European'],103.8531582,1.295020421,DOWNTOWN CORE,CITY HALL
Hannibal European Grill &amp; Bar,"80 Mohamed Sultan Road, The Pier at Robertson Walk #0104 Singapore 237995 Singapore",3.0,5,$$$,"['Pizza', 'Lounges', 'Modern European']",103.8404388,1.29129,SINGAPORE RIVER,ROBERTSON QUAY
The Clan Restaurant,1 Selegie Rd #02-01 PoMo Singapore 188306 Singapore,4.0,2,,['Modern European'],103.84924,1.3001799,ROCHOR,SELEGIE
Porta,1 Unity St Singapore 237983 Singapore,4.5,2,,['Modern European'],103.84231,1.29159,SINGAPORE RIVER,ROBERTSON QUAY
AMBUSH,"9 Bishan Place #02-19/20/27, Junction 8 Mall Singapore 579837 Singapore",4.0,2,,['Modern European'],103.848794,1.349971,BISHAN,BISHAN EAST
OSIA Bar &amp; Restaurant,Sentosa Gateway  Resorts World Sentosa Southern 098269 Singapore,3.5,10,$$$$,['Modern European'],103.8200427,1.255417099,SOUTHERN ISLANDS,SENTOSA
The Retrospective,21 Keong Saik Road Singapore 089128 Singapore,3.5,3,,['Modern European'],103.8414858,1.2797684,OUTRAM,CHINATOWN
Tete-a-Tete Cafe,21 Biopolis Rd #01-01 Singapore 138670 Singapore,5.0,1,,"['Desserts', 'Modern European', 'Sandwiches']",103.7921,1.30145,QUEENSTOWN,ONE NORTH
The Garden @ Sentosa,2 Bukit Manis Road Sentosa Singapore 099891 Singapore,5.0,1,$$$,['Modern European'],103.8283539,1.243589023,SOUTHERN ISLANDS,SENTOSA
Bistro November,50 Keong Saik Rd Singapore 089154 Singapore,4.0,2,,"['Pop-Up Restaurants', 'Modern European']",103.8418,1.28082,OUTRAM,CHINATOWN
The King Louis Grill &amp; Bar,1 HarbourFront Walk #03-07A Singapore 098585 Singapore,2.5,5,$$,"['Modern European', 'Seafood', 'Steakhouses']",103.82207,1.26431,BUKIT MERAH,MARITIME SQUARE
The Masses,85 Beach Rd #01-02 Singapore 189694 Singapore,4.0,1,,['Modern European'],103.85662,1.29732,DOWNTOWN CORE,BUGIS
UsQuBa - Scottish Restaurant &amp; Bar,1 Fullerton Rd #02-03B Singapore 049213 Singapore,4.0,1,,"['Cocktail Bars', 'Modern European']",103.8539,1.28563,DOWNTOWN CORE,CLIFFORD PIER
The Disgruntled Chef,28 Ann Siang Rd The Club Singapore 069708 Singapore,3.0,2,,['Modern European'],103.8457919,1.280796313,OUTRAM,CHINATOWN
Botanico,50 Cluny Park Rd Level 2 Singapore 257488 Singapore,4.0,1,$$$,['Modern European'],103.8154094,1.317575194,TANGLIN,TYERSALL
Halcyon &amp; Crane,290 Orchard Rd #03-09 Singapore 238859 Singapore,4.0,1,,"['Modern European', 'Bars']",103.83583,1.30389,ORCHARD,BOULEVARD
Level 2 At Killiney,117A Killiney Rd Singapore 239554 Singapore,3.0,1,,['Modern European'],103.8386078,1.29794,RIVER VALLEY,OXLEY
Roots Kitchen Bar,30 Dickson Rd Singapore 209512 Singapore,3.0,1,$$,"['Wine Bars', 'Modern European']",103.85409,1.30549,ROCHOR,LITTLE INDIA
Trinity at Equinox Restaurant,"Level 69, Equinox Complex Swissôtel The Stamford Singapore 178882 Singapore",3.0,1,,['Modern European'],103.852974,1.294989,DOWNTOWN CORE,CITY HALL
LeVel33,,0.0,0,,[],103.85411,1.28017,DOWNTOWN CORE,CENTRAL SUBZONE
Kraftwich,One Raffles Pl #B1-04/05 One Raffles Place Tower 1 Singapore 048616 Singapore,3.0,1,$,"['Sandwiches', 'Modern European', 'Bakeries']",103.8511447,1.284376794,DOWNTOWN CORE,RAFFLES PLACE
Josh&amp;Joey's,Shenton Way 8 B #1-19 Singapore 068803 Singapore,3.0,1,$$,['Modern European'],103.8471985,1.27575,DOWNTOWN CORE,TANJONG PAGAR
Thyme @Rochester,44 Rochester Park Singapore 139248 Singapore,3.0,1,,['Modern European'],103.78582,1.30459,QUEENSTOWN,DOVER
Kublai Khan Mongolian BBQ,"9 Penang Road #04-01, Park Mall Singapore 238459 Singapore",2.0,3,,"['Food', 'Mongolian']",103.8445282,1.29808,MUSEUM,DHOBY GHAUT
Marrakesh Moroccan Lounge,"3D River Valley Road, Clarke Quay #01-01 Singapore 179023 Singapore",3.5,7,$$$,"['Bars', 'Moroccan']",103.8455811,1.2899801,SINGAPORE RIVER,CLARKE QUAY
Taste Of Morroco,Singapore Singapore,5.0,1,$,['Moroccan'],103.7599176,1.311710421,CLEMENTI,CLEMENTI CENTRAL
Pasha,64 Aliwal Street Singapore 199940 Singapore,4.0,1,,['Moroccan'],103.8604584,1.303,ROCHOR,KAMPONG GLAM
I Want My Noodle,"1 Scotts Road #03-14/15, Shaw Centre Singapore 228208 Singapore",3.5,12,$$,['Noodles'],103.831457,1.306649,ORCHARD,BOULEVARD
Tingkat PeraMakan,119 Owen Rd Singapore 218924 Singapore,4.0,5,$$,"['Singaporean', 'Seafood', 'Noodles']",103.85277,1.31382,KALLANG,KAMPONG JAVA
Depot Road Zhen Shan Mei Claypot Laksa,120 Bukit Merah Ln 1 Singapore 150120 Singapore,4.0,5,$,"['Noodles', 'Singaporean']",103.80461,1.28638,BUKIT MERAH,ALEXANDRA HILL
Green Dot,311 New Upper Changi Rd #B2-31/32 Singapore 467360 Singapore,4.5,3,,"['Vegan', 'Salad', 'Noodles']",103.9301632,1.324555191,BEDOK,BEDOK NORTH
Bendemeer Prawn Noodle,29 Bendemeer Rd #01-42 Singapore 330029 Singapore,4.0,2,$,['Noodles'],103.86305,1.31924,KALLANG,BENDEMEER
He Jia Huan Ban Mian &amp; Mee Hoon Kway,75 Lorong 5 Toa Payoh #01-14 Blk 75 Toa Payoh Food Centre Singapore 310075 Singapore,4.0,2,,"['Noodles', 'Singaporean']",103.85294,1.3360399,TOA PAYOH,BOON TECK
Lao You Xuan Noodle Kitchen,413 River Valley Rd Singapore 248311 Singapore,5.0,1,$,"['Singaporean', 'Noodles', 'Soup']",103.82981,1.29525,TANGLIN,CHATSWORTH
Original Orchard Emerald Beef Noodles,46 Holland Drive #01-359 Singapore 270046 Singapore,5.0,1,$,['Noodles'],103.792847,1.309003629,QUEENSTOWN,HOLLAND DRIVE
Grandma Ban Mee,"7 Maxwell Rd #01-07,Amoy Street Food Centre Singapore 069111 Singapore",5.0,1,,['Noodles'],103.84665,1.2794,DOWNTOWN CORE,MAXWELL
Scotts Beef Noodles,"2 Orchard Turn #B4-04N, Food Opera Singapore 238801 Singapore",3.5,2,$,['Noodles'],103.83181,1.3040799,ORCHARD,BOULEVARD
Ah Ter Teochew Fishball Noodle Bar,5 Lor Telok Singapore 049018 Singapore,4.0,1,,"['Noodles', 'Singaporean']",103.848726,1.28698,SINGAPORE RIVER,BOAT QUAY
Newton Tian Xiang Big Prawn Noodle,500 Clemenceau Ave 01-60  Newton Circus Newton Food Centre Singapore 229495 Singapore,4.0,1,$,['Noodles'],103.8394816,1.312164251,NEWTON,NEWTON CIRCUS
Broth Noodle Bar,4 Jln Bukit Ho Swee #01-164 Singapore 162004 Singapore,4.0,1,,['Noodles'],103.83123,1.28743,BUKIT MERAH,BUKIT HO SWEE
Good Old Taste,11 Collyer Quay #01-08 The Arcade Singapore 049317 Singapore,4.0,1,,"['Noodles', 'Singaporean']",103.8522347,1.283587008,DOWNTOWN CORE,RAFFLES PLACE
Fried Kway Teow,7 Maxwell Rd #01-01 Singapore 069111 Singapore,4.0,1,,"['Hawker Centre', 'Noodles']",103.8469384,1.279551767,DOWNTOWN CORE,MAXWELL
6th Avenue Wanton Mee,24 Sixth Ave Singapore 276481 Singapore,4.0,1,,['Noodles'],103.79497,1.33047,BUKIT TIMAH,HOLLAND ROAD
Jln Tua Kong Mee Pok @ LTN Food Village,936 East Coast Rd Singapore 459129 Singapore,4.0,1,,['Noodles'],103.92533,1.3122799,BEDOK,FRANKEL
Yentafo Krueng Songe,8 Grange Rd #02-06A/B Cineleisure Orchard Singapore 239695 Singapore,2.5,2,,"['Noodles', 'Thai']",103.83637,1.30152,ORCHARD,SOMERSET
One Bowl Man,8A Marina Blvd #B2-67 Singapore 018984 Singapore,3.0,1,,"['Noodles', 'Soup']",103.85326,1.28026,DOWNTOWN CORE,CENTRAL SUBZONE
Fu Ji Fu Zhao Fishball Wanton Noodle,"1 Kadayanallur Street #01-08, Maxwell Food Centre Singapore 069184 Singapore",3.0,1,,"['Hawker Centre', 'Noodles']",103.8448511,1.280486126,DOWNTOWN CORE,MAXWELL
Liang's Wanton Noodles,"348 Bedok Rd #02-07, The Bedok Marketplace Singapore 469560 Singapore",3.0,1,$,"['Chinese', 'Noodles']",103.9481295,1.331618378,BEDOK,BEDOK NORTH
Sheng Yi Far Lor Mee,501 W Coast Dr Singapore 120501 Singapore,3.0,1,,"['Noodles', 'Chinese']",103.7593846,1.31234896,CLEMENTI,CLEMENTI CENTRAL
Thye Hong Fishball Noodle 太豐鱼圆面,233 Bukit Batok East Ave 5 Singapore 650233 Singapore,3.0,1,,['Noodles'],103.75533,1.3487,BUKIT BATOK,BUKIT BATOK EAST
Núodles,10 Eunos Road #01-136 Singpost Center Paya Lebar Singapore 408600 Singapore,2.0,1,,['Noodles'],103.89464,1.31898,GEYLANG,GEYLANG EAST
Hock Ann Noodles,"Blk 69 Geylang Bahru #01-2833, Geylang Bahru Food Centre Singapore 330069 Singapore",5.0,1,$,['Noodles'],103.870115,1.321461,KALLANG,GEYLANG BAHRU
Thaksin Beef Noodle,2 Seah Im Road #01-44 Seah Im Food Centre Singapore 099114 Singapore,2.0,1,,"['Noodles', 'Thai']",103.8193279,1.266495626,BUKIT MERAH,MARITIME SQUARE
Small Seafood Noodle,210 South Bridge Rd Singapore 058750 Singapore,5.0,1,,"['Seafood', 'Noodles']",103.8460447,1.283306135,OUTRAM,CHINATOWN
Noodle Panda,799 New Upper Changi Rd #03-35 Singapore 467351 Singapore,5.0,1,,"['Noodles', 'Chinese']",103.9324747,1.32464047,BEDOK,BEDOK NORTH
Victory Thai Boat Noodle,144 Upper Bukit Timah Rd #01-09 Bukit Timah 588177 Singapore,3.5,2,,"['Thai', 'Noodles']",103.7764877,1.342489724,BUKIT TIMAH,ANAK BUKIT
Haji Syed Restaurant,326 Bedok Rd Simpang Bedok Singapore 469496 Singapore,4.0,3,,"['Pakistani', 'Coffee &amp; Tea']",103.9482762,1.331191271,BEDOK,BEDOK NORTH
Dover Rd Hawker Centre,Singapore 130003 Singapore,4.0,2,$,['Pakistani'],103.7819265,1.304265704,QUEENSTOWN,DOVER
Bahrakath Mutton Soup,2 Adam Road Singapore 289876 Singapore,5.0,1,,['Pakistani'],103.8143316,1.323744146,NOVENA,DUNEARN
Shabestan,80 Mohammed Sultan Rd #01-13 The Pier at Robertson Quay Singapore 239013 Singapore,4.5,18,$$$,['Persian/Iranian'],103.8404525,1.290909203,SINGAPORE RIVER,ROBERTSON QUAY
